region_exposure	Oceania	-32.395085	152.518443
region_exposure	Eastern Asia	32.974946	103.95701
region_exposure	Southeastern Asia	3.96578	108.343168
region_exposure	Southern Asia	27.961237	71.898465
region_exposure	Central Asia	43.735259	64.932677
region_exposure	Western Asia	32.154283	39.200932
region_exposure	Northern Europe	60.29676	-1.280624
region_exposure	Western Europe	49.469435	6.367516
region_exposure	Eastern Europe	52.111961	31.781771
region_exposure	Southern Europe	41.315616	9.202824
region_exposure	Northern Africa	27.568083	9.819491
region_exposure	Western Africa	11.900251	2.404138
region_exposure	Middle Africa	-2.494433	21.016337
region_exposure	Eastern Africa	-2.139111	36.089406
region_exposure	Southern Africa	-25.274833	23.448701
region_exposure	South America	-20.172215	-58.168541
region_exposure	Central America	17.136938	-93.867420
region_exposure	Caribbean	18.087038	-67.891559
region_exposure	North America	49.384464	-95.153337

country_exposure	USA-West	41.993719	-114.041724
country_exposure	USA-Midwest	42.508301	-90.640926
country_exposure	USA-South	32.742565	-88.369056
country_exposure	USA-Northeast	42.049638	-73.487314
country_exposure	Algeria	28.0000272	2.9999825
country_exposure	Argentina	-34.9964963	-64.9672817
country_exposure	Australia	-24.7761086	134.755
country_exposure	Austria	47.2000338	13.199959
country_exposure	Bahrain	26.1551249	50.5344606
country_exposure	Bangladesh	24.4768783	90.2932426
country_exposure	China	35.000074	104.999927
country_exposure	Belgium	50.6402809	4.6667145
country_exposure	Belize	16.8259793	-88.7600927
country_exposure	Benin	9.5293472	2.2584408
country_exposure	Bosnia and Herzegovina	44.3053476	17.5961467
country_exposure	Brazil	-10.3333333	-53.2
country_exposure	Europe	51.0	10.0
country_exposure	Brunei	4.4137155	114.5653908
country_exposure	Canada	61.0666922	-107.9917071
country_exposure	Costa Rica	10.2735633	-84.0739102
country_exposure	Croatia	45.5643442	17.0118954
country_exposure	Cuba	23.0131338	-80.8328748
country_exposure	Cyprus	34.9823018	33.1451285
country_exposure	Czech Republic	49.8167003	15.4749544
country_exposure	Democratic Republic of the Congo	-2.9814344	23.8222636
country_exposure	Denmark	55.670249	10.3333283
country_exposure	Dominican Republic	19.0974031	-70.3028026
country_exposure	Ecuador	-1.3397668	-79.3666965
country_exposure	Egypt	26.2540493	29.2675469
country_exposure	United Kingdom	54.7023545	-3.2765753
country_exposure	Finland	63.2467777	25.9209164
country_exposure	France	46.603354	1.8883335
country_exposure	Gambia	13.470062	-15.4900464
country_exposure	Germany	51.0834196	10.4234469
country_exposure	Ghana	8.0300284	-1.0800271
country_exposure	Greece	38.9953683	21.9877132
country_exposure	Guatemala	15.6356088	-89.8988087
country_exposure	Hong Kong	22.2793278	114.1628131
country_exposure	Hungary	47.1817585	19.5060937
country_exposure	Iceland	64.9841821	-18.1059013
country_exposure	India	22.3511148	78.6677428
country_exposure	Indonesia	-2.4833826	117.8902853
country_exposure	Iran	32.6475314	54.5643516
country_exposure	Israel	31.5313113	34.8667654
country_exposure	Jamaica	18.1850507	-77.3947693
country_exposure	Japan	36.5748441	139.2394179
country_exposure	Jordan	31.1667049	36.941628
country_exposure	Kazakhstan	47.2286086	65.2093197
country_exposure	Kenya	1.4419683	38.4313975
country_exposure	Kuwait	29.2733964	47.4979476
country_exposure	Latvia	56.8406494	24.7537645
country_exposure	Lebanon	33.8750629	35.843409
country_exposure	Luxembourg	49.8158683	6.1296751
country_exposure	Malaysia	4.5693754	102.2656823
country_exposure	Mali	16.3700359	-2.2900239
country_exposure	Mexico	22.5000485	-100.0000375
country_exposure	Moldova	47.2879608	28.5670941
country_exposure	Montenegro	42.9868853	19.5180992
country_exposure	Morocco	31.1728205	-7.3362482
country_exposure	Myanmar	17.1750495	95.9999652
country_exposure	Netherlands	52.5001698	5.7480821
country_exposure	New Zealand	-41.5000831	172.8344077
country_exposure	Nigeria	9.6000359	7.9999721
country_exposure	North Macedonia	41.6171214	21.7168387
country_exposure	Norway	60.5000209	9.0999715
country_exposure	Oman	21.0000287	57.0036901
country_exposure	Pakistan	30.3308401	71.247499
country_exposure	Panama	8.559559	-81.1308434
country_exposure	Peru	-6.8699697	-75.0458515
country_exposure	Philippines	12.7503486	122.7312101
country_exposure	Poland	52.215933	19.134422
country_exposure	Portugal	40.0332629	-7.8896263
country_exposure	USA	39.7837304	-100.4458825
country_exposure	Qatar	25.3336984	51.2295295
country_exposure	Romania	45.9852129	24.6859225
country_exposure	Russia	64.6863136	97.7453061
country_exposure	Saudi Arabia	25.6242618	42.3528328
country_exposure	Senegal	14.4750607	-14.4529612
country_exposure	Serbia	44.1534121	20.55144
country_exposure	Sierra Leone	8.6400349	-11.8400269
country_exposure	Singapore	1.357107	103.8194992
country_exposure	Italy	42.6384261	12.674297
country_exposure	Slovakia	48.7411522	19.4528646
country_exposure	Slovenia	45.8133113	14.4808369
country_exposure	South Africa	-28.8166236	24.991639
country_exposure	South Korea	36.638392	127.6961188
country_exposure	Sri Lanka	7.5554942	80.7137847
country_exposure	Suriname	4.1413025	-56.0771187
country_exposure	Sweden	59.6749712	14.5208584
country_exposure	Taiwan	23.9739374	120.9820179
country_exposure	Thailand	14.8971921	100.83273
country_exposure	Timor-Leste	-8.5151979	125.8375756
country_exposure	Tunisia	33.8439408	9.400138
country_exposure	Turkey	38.9597594	34.9249653
country_exposure	Uganda	1.5333554	32.2166578
country_exposure	Ukraine	49.4871968	31.2718321
country_exposure	United Arab Emirates	24.0002488	53.9994829
country_exposure	Uruguay	-32.8755548	-56.0201525
country_exposure	Venezuela	8.0018709	-66.1109318
country_exposure	Vietnam	13.2904027	108.4265113
country_exposure	Zambia	-14.5186239	27.5599164

division_exposure	Connecticut	41.6500201	-72.7342163
division_exposure	New York	43.1561681	-75.8449946
division_exposure	Massachusetts	42.358796	-71.0577937
division_exposure	Rhode Island	41.7962409	-71.5992372
division_exposure	Florida	27.7567667	-81.4639835
division_exposure	New Hampshire	43.4849133	-71.6553992
division_exposure	Algeria	28.0000272	2.9999825
division_exposure	Argentina	-34.9964963	-64.9672817
division_exposure	Australia	-24.7761086	134.755
division_exposure	Austria	47.2000338	13.199959
division_exposure	Bahrain	26.1551249	50.5344606
division_exposure	Bangladesh	24.4768783	90.2932426
division_exposure	China	35.000074	104.999927
division_exposure	Belgium	50.6402809	4.6667145
division_exposure	Belize	16.8259793	-88.7600927
division_exposure	Benin	9.5293472	2.2584408
division_exposure	Bosnia and Herzegovina	44.3053476	17.5961467
division_exposure	Brazil	-10.3333333	-53.2
division_exposure	Europe	51.0	10.0
division_exposure	Brunei	4.4137155	114.5653908
division_exposure	Alberta	55.001251	-115.002136
division_exposure	British Columbia	55.001251	-125.002441
division_exposure	New Brunswick	46.500283	-66.750183
division_exposure	Newfoundland and Labrador	53.8217327	-61.2295532
division_exposure	Ontario	50.000678	-86.000977
division_exposure	Quebec	52.4760892	-71.8258668
division_exposure	Costa Rica	10.2735633	-84.0739102
division_exposure	Croatia	45.5643442	17.0118954
division_exposure	Cuba	23.0131338	-80.8328748
division_exposure	Cyprus	34.9823018	33.1451285
division_exposure	Czech Republic	49.8167003	15.4749544
division_exposure	Democratic Republic of the Congo	-2.9814344	23.8222636
division_exposure	Denmark	55.670249	10.3333283
division_exposure	Dominican Republic	19.0974031	-70.3028026
division_exposure	Ecuador	-1.3397668	-79.3666965
division_exposure	Egypt	26.2540493	29.2675469
division_exposure	England	52.5310214	-1.2649062
division_exposure	Finland	63.2467777	25.9209164
division_exposure	France	46.603354	1.8883335
division_exposure	Gambia	13.470062	-15.4900464
division_exposure	Georgia	33.7501687	-84.3859549
division_exposure	Germany	51.0834196	10.4234469
division_exposure	Ghana	8.0300284	-1.0800271
division_exposure	Greece	38.9953683	21.9877132
division_exposure	Guatemala	15.6356088	-89.8988087
division_exposure	Hong Kong	22.2793278	114.1628131
division_exposure	Hungary	47.1817585	19.5060937
division_exposure	Iceland	64.9841821	-18.1059013
division_exposure	India	22.3511148	78.6677428
division_exposure	Indonesia	-2.4833826	117.8902853
division_exposure	Iran	32.6475314	54.5643516
division_exposure	Israel	31.5313113	34.8667654
division_exposure	Jamaica	18.1850507	-77.3947693
division_exposure	Japan	36.5748441	139.2394179
division_exposure	Jordan	31.1667049	36.941628
division_exposure	Kazakhstan	47.2286086	65.2093197
division_exposure	Kenya	1.4419683	38.4313975
division_exposure	Kuwait	29.2733964	47.4979476
division_exposure	Latvia	56.8406494	24.7537645
division_exposure	Lebanon	33.8750629	35.843409
division_exposure	Luxembourg	49.8158683	6.1296751
division_exposure	Malaysia	4.5693754	102.2656823
division_exposure	Mali	16.3700359	-2.2900239
division_exposure	Mexico	22.5000485	-100.0000375
division_exposure	Moldova	47.2879608	28.5670941
division_exposure	Montenegro	42.9868853	19.5180992
division_exposure	Morocco	31.1728205	-7.3362482
division_exposure	Myanmar	17.1750495	95.9999652
division_exposure	Netherlands	52.5001698	5.7480821
division_exposure	New Zealand	-41.5000831	172.8344077
division_exposure	Nigeria	9.6000359	7.9999721
division_exposure	North Macedonia	41.6171214	21.7168387
division_exposure	Northern Ireland	54.5859836	-6.9591554
division_exposure	Norway	60.5000209	9.0999715
division_exposure	Oman	21.0000287	57.0036901
division_exposure	Pakistan	30.3308401	71.247499
division_exposure	Panama	8.559559	-81.1308434
division_exposure	Peru	-6.8699697	-75.0458515
division_exposure	Philippines	12.7503486	122.7312101
division_exposure	Poland	52.215933	19.134422
division_exposure	Portugal	40.0332629	-7.8896263
division_exposure	Puerto Rico	18.235853	-66.522056
division_exposure	Qatar	25.3336984	51.2295295
division_exposure	Romania	45.9852129	24.6859225
division_exposure	Russia	64.6863136	97.7453061
division_exposure	Saudi Arabia	25.6242618	42.3528328
division_exposure	Scotland	56.7861112	-4.1140518
division_exposure	Senegal	14.4750607	-14.4529612
division_exposure	Serbia	44.1534121	20.55144
division_exposure	Sierra Leone	8.6400349	-11.8400269
division_exposure	Singapore	1.357107	103.8194992
division_exposure	Italy	42.6384261	12.674297
division_exposure	Slovakia	48.7411522	19.4528646
division_exposure	Slovenia	45.8133113	14.4808369
division_exposure	South Africa	-28.8166236	24.991639
division_exposure	South Korea	36.638392	127.6961188
division_exposure	Sri Lanka	7.5554942	80.7137847
division_exposure	Suriname	4.1413025	-56.0771187
division_exposure	Sweden	59.6749712	14.5208584
division_exposure	Taiwan	23.9739374	120.9820179
division_exposure	Thailand	14.8971921	100.83273
division_exposure	Timor-Leste	-8.5151979	125.8375756
division_exposure	Tunisia	33.8439408	9.400138
division_exposure	Turkey	38.9597594	34.9249653
division_exposure	Alaska	61.5840639	-149.429444
division_exposure	Alabama	34.785415	-87.619021
division_exposure	Arkansas	33.9582866	-91.8401252
division_exposure	Arizona	34.395342	-111.7632755
division_exposure	California	34.056324	-117.1817339
division_exposure	Louisiana	30.8703881	-92.007126
division_exposure	Colorado	38.7251776	-105.6077167
division_exposure	South Carolina	33.6874388	-80.4363743
division_exposure	Washington DC	38.912708	-77.009223
division_exposure	Hawaii	21.405690550000003	-157.81444575743768
division_exposure	Iowa	42.070703	-90.6443905
division_exposure	Illinois	41.8908132	-87.6277338
division_exposure	Idaho	43.6447642	-114.0154071
division_exposure	Indiana	39.768534	-86.158011
division_exposure	Kansas	37.8222598	-96.8784257
division_exposure	Kentucky	37.5726028	-85.1551411
division_exposure	Maryland	39.5162234	-76.9382069
division_exposure	Maine	45.709097	-68.8590201
division_exposure	Michigan	42.120868	-85.526382
division_exposure	Minnesota	45.9896587	-94.6113288
division_exposure	Missouri	38.7604815	-92.5617875
division_exposure	Mississippi	33.4549304	-88.7859584
division_exposure	Montana	47.1219096	-104.66449332432518
division_exposure	North Carolina	35.6729639	-79.0392919
division_exposure	Nebraska	40.276199	-96.710805
division_exposure	New Jersey	40.0757384	-74.4041622
division_exposure	New Mexico	32.8684408	-108.5746086
division_exposure	Nevada	39.5158825	-116.8537227
division_exposure	Ohio	41.8924345	-87.6277656
division_exposure	Oklahoma	34.9550817	-97.2684063
division_exposure	Oregon	43.9792797	-120.737257
division_exposure	Pennsylvania	39.9593026	-75.200498
division_exposure	South Dakota	44.6471761	-100.348761
division_exposure	Tennessee	35.1206029	-89.9392477
division_exposure	Texas	29.8884765	-97.94479885849292
division_exposure	Utah	37.654791700000004	-113.08566672138414
division_exposure	Virginia	37.1232245	-78.4927721
division_exposure	Virgin Islands	17.727304	-64.748327
division_exposure	Vermont	44.5990718	-72.5002608
